rail_id	cell_line	sra_attribute.disease	sra_attribute.ethnicity	sra_attribute.disease_stage	sra.experiment_attributes	primary_site
SRR8615871	OVCAR-8	primary	Caucasian	carcinoma	age;;64|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;OVCAR-8|disease;;carcinoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615872	LN382	NA	Caucasian	glioma (astrocytoma_Grade_IV)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;LN382|disease;;glioma (astrocytoma_Grade_IV)|disease_stage;;NA|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system	central_nervous_system
SRR8615873	OV7	primary	Caucasian	carcinoma	age;;78|biomaterial_provider;;ECACC:OV7|BioSampleModel;;Human|cell_line;;OV7|disease;;carcinoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615874	OV-90	metastasis	Caucasian	carcinoma (mixed_carcinoma)	age;;64|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;OV-90|disease;;carcinoma (mixed_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615875	OUMS-23	primary	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;OUMS-23|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;large_intestine	large_intestine
SRR8615876	OV56	primary	Caucasian	carcinoma	age;;46|biomaterial_provider;;ECACC:OV56|BioSampleModel;;Human|cell_line;;OV56|disease;;carcinoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615877	OPM-2	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;56|biomaterial_provider;;DSMZ:OPM-2|BioSampleModel;;Human|cell_line;;OPM-2|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615878	OS-RC-2	primary	Asian	carcinoma (renal_cell_carcinoma)	age;;NA|biomaterial_provider;;RIKEN:OS-RC-2|BioSampleModel;;Human|cell_line;;OS-RC-2|disease;;carcinoma (renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;kidney	kidney
SRR8615879	OVISE	metastasis	Asian	carcinoma (clear_cell_carcinoma)	age;;40|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;OVISE|disease;;carcinoma (clear_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615880	OVK18	primary	Asian	carcinoma (endometrioid_carcinoma)	age;;NA|biomaterial_provider;;Riken|BioSampleModel;;Human|cell_line;;OVK18|disease;;carcinoma (endometrioid_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615881	Hs 863.T	primary	Caucasian	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	age;;5|biomaterial_provider;;ATCC:Hs 863.T|BioSampleModel;;Human|cell_line;;Hs 863.T|disease;;Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;bone	bone
SRR8615882	Hs 852.T	primary	Asian	malignant_melanoma	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;Hs 852.T|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;skin	skin
SRR8615883	Hs 888.T	metastasis	Caucasian	osteosarcoma	age;;20|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;Hs 888.T|disease;;osteosarcoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;bone	bone
SRR8615884	Hs 870.T	primary	Caucasian	osteosarcoma	age;;NA|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;Hs 870.T|disease;;osteosarcoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;bone	bone
SRR8615885	Hs 934.T	primary	Caucasian	malignant_melanoma	age;;58|biomaterial_provider;;ATCC:Hs 934.T|BioSampleModel;;Human|cell_line;;Hs 934.T|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;skin	skin
SRR8615886	Hs 895.T	metastasis	Caucasian	malignant_melanoma	age;;48|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Hs 895.T|disease;;malignant_melanoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;skin	skin
SRR8615887	Hs 939.T	primary	Caucasian	malignant_melanoma	age;;24|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;Hs 939.T|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;skin	skin
SRR8615888	Hs 936.T	primary	Caucasian	malignant_melanoma	age;;NA|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;Hs 936.T|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;skin	skin
SRR8615889	Hs 944.T	metastasis	Caucasian	malignant_melanoma	age;;51|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Hs 944.T|disease;;malignant_melanoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;skin	skin
SRR8615890	Hs 940.T	primary	Caucasian	malignant_melanoma	age;;57|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;Hs 940.T|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;skin	skin
SRR8615891	HCC2157	primary	African_american	carcinoma (ductal_carcinoma)	age;;48|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;HCC2157|disease;;carcinoma (ductal_carcinoma)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8615892	SW579	primary	Caucasian	carcinoma (anaplastic_carcinoma)	age;;59|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;SW579|disease;;carcinoma (anaplastic_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;thyroid	thyroid
SRR8615893	DMS 79	primary	Caucasian	carcinoma (small_cell_carcinoma)	age;;65|biomaterial_provider;;ATCC:DMS 79|BioSampleModel;;Human|cell_line;;DMS 79|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615894	TUHR4TKB	primary	Asian	carcinoma	age;;NA|biomaterial_provider;;RIKEN:TUHR4TKB|BioSampleModel;;Human|cell_line;;TUHR4TKB|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;kidney	kidney
SRR8615895	TYK-nu	primary	Asian	carcinoma (undifferentiated_carcinoma)	age;;NA|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;TYK-nu|disease;;carcinoma (undifferentiated_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615896	U266B1	primary	Caucasian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;53|biomaterial_provider;;ATCC:U266B1|BioSampleModel;;Human|cell_line;;U266B1|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615897	HCC364	NA	Caucasian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;HCC364|disease;;carcinoma (adenocarcinoma)|disease_stage;;NA|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615898	NCI-H1299	metastasis	Caucasian	carcinoma (non_small_cell_carcinoma)	age;;43|biomaterial_provider;;ATCC:NCI-H1299|BioSampleModel;;Human|cell_line;;NCI-H1299|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615899	NCI-H1339	metastasis	African_american	carcinoma (small_cell_carcinoma)	age;;49|biomaterial_provider;;ATCC:NCI-H1339|BioSampleModel;;Human|cell_line;;NCI-H1339|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615900	HCC-33	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;52|biomaterial_provider;;DSMZ:HCC-33|BioSampleModel;;Human|cell_line;;HCC-33|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615901	NCI-H1184	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;42|biomaterial_provider;;ATCC:NCI-H1184|BioSampleModel;;Human|cell_line;;NCI-H1184|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615902	KMRC-1	primary	Asian	carcinoma (clear_cell_renal_cell_carcinoma)	age;;NA|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;KMRC-1|disease;;carcinoma (clear_cell_renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;kidney	kidney
SRR8615903	KMM-1	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;62|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;KMM-1|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615904	NCI-H1341	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;NA|biomaterial_provider;;ATCC:NCI-H1341|BioSampleModel;;Human|cell_line;;NCI-H1341|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615905	NCI-H1355	metastasis	Caucasian	carcinoma (adenocarcinoma)	age;;53|biomaterial_provider;;ATCC:NCI-H1355|BioSampleModel;;Human|cell_line;;NCI-H1355|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615906	KM12	primary	Caucasian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;KM12|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;large_intestine	large_intestine
SRR8615907	KLE	primary	Caucasian	carcinoma (adenocarcinoma)	age;;64|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;KLE|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615908	KM-H2	metastasis	Asian	lymphoid_neoplasm (Hodgkin_lymphoma)	age;;37|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;KM-H2|disease;;lymphoid_neoplasm (Hodgkin_lymphoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615909	KMBC-2	primary	Asian	carcinoma	age;;NA|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;KMBC-2|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;urinary_tract	urinary_tract
SRR8615910	KG-1	primary	African_american	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M6)"	"age;;59|biomaterial_provider;;ATCC:KG-1|BioSampleModel;;Human|cell_line;;KG-1|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M6)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8615911	KG-1-C	primary	Asian	"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)"	"age;;13|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;KG-1-C|disease;;glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system"	central_nervous_system
SRR8615912	Ki-JK	primary	Asian	lymphoid_neoplasm (anaplastic_large_cell_lymphoma)	age;;15|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;Ki-JK|disease;;lymphoid_neoplasm (anaplastic_large_cell_lymphoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615913	KHM-1B	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;53|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;KHM-1B|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615914	JHH-7	primary	Asian	carcinoma (hepatocellular_carcinoma)	age;;53|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;JHH-7|disease;;carcinoma (hepatocellular_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;liver	liver
SRR8615915	JHOC-5	primary	Asian	carcinoma (clear_cell_carcinoma)	age;;NA|biomaterial_provider;;RIKEN:JHOC-5|BioSampleModel;;Human|cell_line;;JHOC-5|disease;;carcinoma (clear_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615916	JHOM-1	primary	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;RIKEN:JHOM-1|BioSampleModel;;Human|cell_line;;JHOM-1|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615917	JHOM-2B	primary	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;RIKEN:JHOM-2B|BioSampleModel;;Human|cell_line;;JHOM-2B|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615918	JHH-2	metastasis	Asian	carcinoma (hepatocellular_carcinoma)	age;;57|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;JHH-2|disease;;carcinoma (hepatocellular_carcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;liver	liver
SRR8615919	JHH-4	primary	Asian	carcinoma (hepatocellular_carcinoma)	age;;51|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;JHH-4|disease;;carcinoma (hepatocellular_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;liver	liver
SRR8615920	JHH-5	primary	Asian	carcinoma (hepatocellular_carcinoma)	age;;50|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;JHH-5|disease;;carcinoma (hepatocellular_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;liver	liver
SRR8615921	JHH-6	primary	Asian	carcinoma (hepatocellular_carcinoma)	age;;57|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;JHH-6|disease;;carcinoma (hepatocellular_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;liver	liver
SRR8615922	JHOS-2	primary	Asian	carcinoma (adenocarcinoma)	age;;45|biomaterial_provider;;RIKEN:JHOS-2|BioSampleModel;;Human|cell_line;;JHOS-2|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615923	JHOS-4	primary	Asian	carcinoma (adenocarcinoma)	age;;44|biomaterial_provider;;RIKEN:JHOS-4|BioSampleModel;;Human|cell_line;;JHOS-4|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615924	SW1116	primary	Caucasian	carcinoma (adenocarcinoma)	age;;73|biomaterial_provider;;ATCC:SW1116|BioSampleModel;;Human|cell_line;;SW1116|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615925	SW 1088	primary	Caucasian	glioma	age;;72|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SW 1088|disease;;glioma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system	central_nervous_system
SRR8615926	SUP-T1	metastasis	Caucasian	lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)	age;;8|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SUP-T1|disease;;lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615927	SUP-T11	primary	Caucasian	lymphoid_neoplasm (peripheral_T_cell_lymphoma_unspecified)	age;;74|biomaterial_provider;;DSMZ:SUP-T11|BioSampleModel;;Human|cell_line;;SUP-T11|disease;;lymphoid_neoplasm (peripheral_T_cell_lymphoma_unspecified)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615928	SUP-M2	metastasis	Caucasian	lymphoid_neoplasm (anaplastic_large_cell_lymphoma)	age;;5|biomaterial_provider;;DSMZ:SUP-M2|BioSampleModel;;Human|cell_line;;SUP-M2|disease;;lymphoid_neoplasm (anaplastic_large_cell_lymphoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615929	SUP-B15	primary	Caucasian	lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)	age;;9|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SUP-B15|disease;;lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615930	SNU-201	primary	Asian	"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)"	"age;;58|biomaterial_provider;;KCLB:SNU-201|BioSampleModel;;Human|cell_line;;SNU-201|disease;;glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system"	central_nervous_system
SRR8615931	SNU-213	primary	Asian	carcinoma	age;;65|biomaterial_provider;;KCLB:SNU-213|BioSampleModel;;Human|cell_line;;SNU-213|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pancreas	pancreas
SRR8615932	SNU-182	primary	Asian	carcinoma (hepatocellular_carcinoma)	age;;24|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SNU-182|disease;;carcinoma (hepatocellular_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;liver	liver
SRR8615933	SNU-1	metastasis	Asian	carcinoma (undifferentiated_adenocarcinoma)	age;;44|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SNU-1|disease;;carcinoma (undifferentiated_adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;stomach	stomach
